,question_text,subject,topic,avg_score,correct_percentage,num_students_attempted,num_students_correct,time_taken_minutes,bloom_level,difficulty
1759,"Describe the experiment to demonstrate General Science including procedure, observation and conclusion.",Science,General Science,0.774,69.96,2225.0,1557.0,,Understand,Moderate
1760,Discuss the significance of Civics in the Indian context with relevant examples.,Social Science,Civics,0.528,47.27,1682.0,795.0,7.0,Apply,Moderate
1762,Explain the concept of Chemistry - Inorganic with a neat labelled diagram wherever necessary and mention its applications.,Science,Chemistry - Inorganic,0.47,41.34,916.0,379.0,12.0,Create,Hard
1764,Differentiate between core concepts in Digital Logic with examples.,Computer Science,Digital Logic,0.73,71.61,1790.0,1282.0,1.0,Understand,Easy
1765,Write a detailed note on History highlighting key developments.,Social Science,History,0.539,59.68,1193.0,712.0,6.0,Analyze,Moderate
1768,Derive the formula associated with Coordinate Geometry and solve one illustrative example.,Maths,Coordinate Geometry,0.501,50.97,375.0,191.0,8.0,Apply,Moderate
1769,Write a well-structured essay discussing Grammar with suitable arguments.,English,Grammar,0.121,23.3,2098.0,489.0,8.0,Analyze,Hard
1771,Explain the concept of Biology - Ecology with a neat labelled diagram wherever necessary and mention its applications.,Science,Biology - Ecology,0.489,43.29,1904.0,824.0,10.0,Evaluate,Hard
1774,"Explain the theme, characters and message related to Literature.",English,Literature,0.958,94.61,2013.0,1904.0,1.0,Remember,Easy
1778,Explain the concept of Physics - Optics with a neat labelled diagram wherever necessary and mention its applications.,Science,Physics - Optics,0.629,72.41,1888.0,1367.0,1.0,Remember,Easy
1779,Explain the concept of Indian Economy with the help of a diagram and relevant examples.,Economics,Indian Economy,0.8,82.66,1393.0,1151.0,4.0,Remember,Easy
1780,Explain the concept of Chemistry - Organic with a neat labelled diagram wherever necessary and mention its applications.,Science,Chemistry - Organic,0.706,84.49,2311.0,1953.0,2.0,Understand,Easy
1781,Prove the theorem related to Number Systems and verify it with a suitable numerical example.,Maths,Number Systems,0.803,62.12,1896.0,1178.0,5.0,Apply,Moderate
1783,Write a well-structured essay discussing Reading Comprehension with suitable arguments.,English,Reading Comprehension,0.682,81.26,699.0,568.0,2.0,Remember,Easy
1784,Read the passage carefully and answer the questions that follow based on Writing Skills.,English,Writing Skills,0.717,82.98,1685.0,1398.0,3.0,Understand,Easy
1786,"Discuss the causes, effects and remedies associated with Macroeconomics.",Economics,Macroeconomics,0.784,74.85,775.0,580.0,4.0,Remember,Easy
1787,Solve the following problem related to Geometry. Show all steps clearly and justify your reasoning.,Maths,Geometry,0.89,87.09,1097.0,955.0,2.0,Remember,Easy
1789,Solve the following problem related to Coordinate Geometry. Show all steps clearly and justify your reasoning.,Maths,Coordinate Geometry,0.795,93.72,2000.0,1874.0,3.0,Remember,Easy
1791,Solve the following problem related to Number Systems. Show all steps clearly and justify your reasoning.,Maths,Number Systems,0.861,80.85,1137.0,919.0,3.0,Understand,Easy
1792,Solve the following problem related to Algebra. Show all steps clearly and justify your reasoning.,Maths,Algebra,0.894,91.26,1160.0,,3.0,Remember,Easy
1793,Explain the concept of Biology - Genetics with a neat labelled diagram wherever necessary and mention its applications.,Science,Biology - Genetics,0.666,63.12,1278.0,807.0,8.0,Analyze,Moderate
1795,Discuss the significance of Political Science in the Indian context with relevant examples.,Social Science,Political Science,0.143,22.02,527.0,116.0,12.0,Apply,Hard
1799,"Describe the experiment to demonstrate Chemistry - Organic including procedure, observation and conclusion.",Science,Chemistry - Organic,0.882,90.63,696.0,631.0,3.0,Remember,Easy
1802,Prove the theorem related to Trigonometry and verify it with a suitable numerical example.,Maths,Trigonometry,0.591,60.57,2000.0,1211.0,6.0,Analyze,Moderate
1803,Explain the concept of Physics - Mechanics with a neat labelled diagram wherever necessary and mention its applications.,Science,Physics - Mechanics,0.445,33.65,1790.0,602.0,15.0,Apply,Hard
1805,Derive the formula associated with Calculus and solve one illustrative example.,Maths,Calculus,0.838,81.78,,1959.0,2.0,Remember,Easy
1807,Derive the formula associated with Algebra and solve one illustrative example.,Maths,Algebra,0.74,72.86,1471.0,1072.0,2.0,Remember,Easy
1808,Analyse the major features of Civics and explain its impact on society.,Social Science,Civics,0.307,34.43,1366.0,470.0,12.0,Analyze,Hard
1809,"Describe the experiment to demonstrate Chemistry - Inorganic including procedure, observation and conclusion.",Science,Chemistry - Inorganic,0.678,68.77,830.0,571.0,4.0,Apply,Moderate
1811,Write a well-structured essay discussing Literature with suitable arguments.,English,Literature,0.859,80.94,1999.0,1618.0,1.0,Remember,Easy
1812,Prove the theorem related to Statistics and verify it with a suitable numerical example.,Maths,Statistics,0.554,61.66,839.0,517.0,4.0,Understand,Moderate
1813,Explain the concept of Microeconomics with the help of a diagram and relevant examples.,Economics,Microeconomics,0.345,42.19,1567.0,661.0,14.0,Create,Hard
1815,"Describe the experiment to demonstrate Physics - Optics including procedure, observation and conclusion.",Science,Physics - Optics,0.44,44.51,1436.0,639.0,8.0,Analyze,Moderate
1816,Write a detailed note on Civics highlighting key developments.,Social Science,Civics,0.481,,953.0,454.0,7.0,Apply,Moderate
1817,Write a program to implement Digital Logic and explain the logic used.,Computer Science,Digital Logic,0.435,33.22,2328.0,773.0,10.0,Apply,Hard
1821,Explain the working of Programming with a suitable real-world application.,Computer Science,Programming,0.387,41.16,628.0,259.0,10.0,Create,Hard
1825,Formulate and solve a real-life application based question using the concept of Geometry.,Maths,Geometry,0.312,31.42,932.0,293.0,14.0,Analyze,Hard
1826,Design an algorithm demonstrating Data Structures and analyse its efficiency.,Computer Science,Data Structures,0.561,57.0,,126.0,8.0,Apply,Moderate
1828,Identify and correct grammatical errors related to Literature in the given sentences.,English,Literature,,78.11,561.0,438.0,4.0,Understand,Easy
1829,Write a detailed note on Economics highlighting key developments.,Social Science,Economics,0.761,77.61,1695.0,1316.0,3.0,Remember,Easy
1832,Differentiate between related economic concepts under Microeconomics.,Economics,Microeconomics,0.285,29.95,1660.0,497.0,12.0,Analyze,Hard
1839,"Discuss the causes, effects and remedies associated with Microeconomics.",Economics,Microeconomics,0.747,74.67,1741.0,1300.0,4.0,Understand,Easy
1840,Differentiate between related economic concepts under Indian Economy.,Economics,Indian Economy,,71.21,695.0,495.0,2.0,Understand,Easy
1845,Identify and correct grammatical errors related to Writing Skills in the given sentences.,English,Writing Skills,0.443,39.0,1987.0,775.0,6.0,Apply,Moderate
1847,"Explain the theme, characters and message related to Grammar.",English,Grammar,0.552,58.23,2285.0,1330.0,7.0,Understand,Moderate
1848,"Explain the theme, characters and message related to Writing Skills.",English,Writing Skills,0.64,65.32,1172.0,766.0,8.0,Understand,Moderate
1852,Discuss the significance of Geography in the Indian context with relevant examples.,Social Science,Geography,0.571,59.36,2032.0,1206.0,5.0,Apply,Moderate
1854,Formulate and solve a real-life application based question using the concept of Algebra.,Maths,Algebra,0.723,69.74,915.0,638.0,,Remember,Easy
1859,"Describe the experiment to demonstrate Biology - Ecology including procedure, observation and conclusion.",Science,Biology - Ecology,1.0,80.21,2242.0,1798.0,2.0,Remember,Easy
1863,"Describe the experiment to demonstrate Biology - Genetics including procedure, observation and conclusion.",Science,Biology - Genetics,0.371,35.09,1879.0,659.0,9.0,Apply,Hard
1865,Prove the theorem related to Coordinate Geometry and verify it with a suitable numerical example.,Maths,Coordinate Geometry,0.622,71.51,779.0,557.0,1.0,Understand,Easy
1868,Analyse the major features of Political Science and explain its impact on society.,Social Science,Political Science,0.577,67.65,237.0,160.0,4.0,Understand,Moderate
1875,State the laws related to Physics - Mechanics and derive the required expression step by step.,Science,Physics - Mechanics,0.772,72.48,2213.0,1604.0,2.0,Understand,Easy
1877,Read the passage carefully and answer the questions that follow based on Literature.,English,Literature,0.714,,1531.0,1019.0,3.0,Understand,Easy
1878,"Describe the experiment to demonstrate Physics - Mechanics including procedure, observation and conclusion.",Science,Physics - Mechanics,0.767,73.76,577.0,426.0,6.0,Apply,Moderate
1884,Formulate and solve a real-life application based question using the concept of Number Systems.,Maths,Number Systems,0.575,58.43,2126.0,1242.0,6.0,Apply,Moderate
1886,Analyse the major features of Geography and explain its impact on society.,Social Science,Geography,0.774,72.97,284.0,207.0,1.0,Understand,Easy
1896,Differentiate between core concepts in Programming with examples.,Computer Science,Programming,0.494,49.81,1934.0,963.0,5.0,Apply,Moderate
1898,"Discuss the causes, effects and remedies associated with Indian Economy.",Economics,Indian Economy,0.349,31.14,2238.0,697.0,8.0,Apply,Hard
1899,Solve the following problem related to Statistics. Show all steps clearly and justify your reasoning.,Maths,Statistics,,89.38,,663.0,1.0,Remember,Easy
1909,Explain the working of Networks with a suitable real-world application.,Computer Science,Networks,,66.78,612.0,409.0,1.0,Remember,Easy
1911,Differentiate between core concepts in Data Structures with examples.,Computer Science,Data Structures,0.556,50.86,871.0,443.0,5.0,Understand,Moderate
1921,Analyse the major features of Economics and explain its impact on society.,Social Science,Economics,0.647,70.86,1719.0,1218.0,4.0,Remember,Easy
1927,State the laws related to General Science and derive the required expression step by step.,Science,General Science,0.647,67.58,2010.0,1358.0,2.0,Remember,Easy
1933,Design an algorithm demonstrating Programming and analyse its efficiency.,Computer Science,Programming,0.631,67.74,2246.0,1521.0,2.0,Understand,Easy
1934,Formulate and solve a real-life application based question using the concept of Coordinate Geometry.,Maths,Coordinate Geometry,0.862,80.25,1358.0,,4.0,Understand,Easy
1936,Prove the theorem related to Geometry and verify it with a suitable numerical example.,Maths,Geometry,0.561,52.76,1417.0,748.0,5.0,Understand,Moderate
1949,Explain the working of Digital Logic with a suitable real-world application.,Computer Science,Digital Logic,0.75,72.85,1286.0,937.0,6.0,Understand,Moderate
1959,Discuss the significance of History in the Indian context with relevant examples.,Social Science,History,0.879,80.41,791.0,636.0,3.0,Understand,Easy
1966,Write a program to implement Programming and explain the logic used.,Computer Science,Programming,0.939,86.91,832.0,723.0,3.0,Remember,Easy
1968,Explain the concept of Macroeconomics with the help of a diagram and relevant examples.,Economics,Macroeconomics,0.3,24.72,2319.0,573.0,11.0,Analyze,Hard
1970,Derive the formula associated with Geometry and solve one illustrative example.,Maths,Geometry,0.436,,1936.0,878.0,4.0,Understand,Moderate
1973,Differentiate between core concepts in Databases with examples.,Computer Science,Databases,0.946,87.44,2470.0,2160.0,1.0,Understand,Easy
1977,State the laws related to Biology - Ecology and derive the required expression step by step.,Science,Biology - Ecology,0.485,,354.0,158.0,7.0,Analyze,Moderate
1994,Design an algorithm demonstrating Digital Logic and analyse its efficiency.,Computer Science,Digital Logic,0.889,,1109.0,941.0,4.0,Remember,Easy
1995,Explain the working of Data Structures with a suitable real-world application.,Computer Science,Data Structures,0.733,83.26,2147.0,1788.0,1.0,Remember,Easy
2011,Identify and correct grammatical errors related to Reading Comprehension in the given sentences.,English,Reading Comprehension,0.403,40.27,1183.0,476.0,6.0,Analyze,Moderate
2012,Analyse the major features of History and explain its impact on society.,Social Science,History,0.813,72.16,1138.0,821.0,7.0,Apply,Moderate
2015,Derive the formula associated with Statistics and solve one illustrative example.,Maths,Statistics,0.79,80.66,2129.0,1717.0,2.0,Remember,Easy
2017,Formulate and solve a real-life application based question using the concept of Statistics.,Maths,Statistics,0.956,,2223.0,1974.0,,Understand,Easy
2018,State the laws related to Chemistry - Inorganic and derive the required expression step by step.,Science,Chemistry - Inorganic,0.766,77.73,2168.0,1685.0,4.0,Remember,Easy
2027,Derive the formula associated with Trigonometry and solve one illustrative example.,Maths,Trigonometry,0.333,31.35,1081.0,339.0,9.0,Apply,Hard
2055,Derive the formula associated with Number Systems and solve one illustrative example.,Maths,Number Systems,0.557,63.88,2470.0,1578.0,7.0,Understand,Moderate
2107,Write a program to implement Data Structures and explain the logic used.,Computer Science,Data Structures,0.443,36.58,673.0,246.0,4.0,Apply,Moderate
2183,Read the passage carefully and answer the questions that follow based on Grammar.,English,Grammar,,53.98,2273.0,1227.0,6.0,Understand,Moderate
